Period,Phase,GameTime,SecondsSinceStart,Player,Group,XLoc,YLoc,EventName,ChatText,BlueNear,RedNear,CaptureType,CaptureResult,DestinationX,DestinationY,PotX,PotY,TransferType,TransferTarget,TransferAmount,OtherInfo
1,hunting,34,1.3095671,Red,1,5000,870,New Destination,,,,,,4717,790,
1,hunting,33,2.0985733,Red,1,4849.5,790,New Destination,,,,,,4554,897,
1,hunting,33,2.3488468,Red,1,4849.5,790,New Destination,,,,,,4236,699,
1,hunting,33,2.7338688,Red,1,4849.5,790,New Destination,,,,,,4143,613,
1,hunting,33,2.948953,Red,1,4849.5,790,New Destination,,,,,,4064,628,
1,hunting,32,3.3151045,Red,1,4639.5,702.5,New Destination,,,,,,4150,608,
1,hunting,32,3.6170391,Red,1,4639.5,702.5,New Destination,,,,,,4135,676,
1,hunting,32,3.9825774,Red,1,4639.5,702.5,New Destination,,,,,,3979,805,
1,hunting,31,4.4816998,Red,1,4433,683,New Destination,,,,,,4725,692,
1,hunting,31,4.6987864,Red,1,4433,683,New Destination,,,,,,4885,687,
1,hunting,30,5.0829619,Red,1,4443.5,687,New Destination,,,,,,5034,754,
1,hunting,30,5.6499627,Red,1,4443.5,687,New Destination,,,,,,5149,749,
1,hunting,29,6.1986893,Red,1,4646.5,749,New Destination,,,,,,5244,770,
1,hunting,29,6.4484773,Red,1,4646.5,749,New Destination,,,,,,5296,791,
1,hunting,29,6.7986875,Red,1,4646.5,749,New Destination,,,,,,5370,790,
1,hunting,28,7.4317475,Red,1,4853,790,New Destination,,,,,,5515,804,
1,hunting,27,8.0331056,Red,1,5056,804,New Destination,,,,,,5664,758,
1,hunting,27,8.7660896,Red,1,5056,804,New Destination,,,,,,5546,573,
1,hunting,26,9.4829808,Red,1,5262.5,709,New Destination,,,,,,5851,719,
1,hunting,26,9.8665214,Red,1,5262.5,709,New Destination,,,,,,5941,813,
1,hunting,25,10.203466,Red,1,5469,719.5,New Destination,,,,,,6004,752,
1,hunting,25,10.482664,Red,1,5469,719.5,New Destination,,,,,,6086,744,
1,hunting,25,10.7653196,Red,1,5469,719.5,New Destination,,,,,,6152,736,
1,hunting,24,11.0569901,Red,1,5675.5,736,New Destination,,,,,,6242,728,
1,hunting,24,11.3016377,Red,1,5675.5,736,New Destination,,,,,,6291,720,
1,hunting,24,11.54966,Red,1,5675.5,736,New Destination,,,,,,6344,712,
1,hunting,24,11.7986598,Red,1,5675.5,736,New Destination,,,,,,6396,704,
1,hunting,23,12.2688857,Red,1,5871.5,704,New Destination,,,,,,6517,719,
1,hunting,23,12.5153311,Red,1,5871.5,704,New Destination,,,,,,6570,741,
1,hunting,23,12.9332546,Red,1,5871.5,704,New Destination,,,,,,6661,744,
1,hunting,22,13.2496795,Red,1,6067.5,744,New Destination,,,,,,6729,745,
1,hunting,22,13.7998373,Red,1,6067.5,744,New Destination,,,,,,6817,761,
1,hunting,21,14.1648767,Red,1,6270.5,761,New Destination,,,,,,6878,778,
1,hunting,21,14.4347559,Red,1,6270.5,761,New Destination,,,,,,6934,795,
1,hunting,21,14.8653496,Red,1,6270.5,761,New Destination,,,,,,7018,804,
1,hunting,20,15.1843005,Red,1,6466.5,804,New Destination,,,,,,7052,766,
1,hunting,20,15.5986754,Red,1,6466.5,804,New Destination,,,,,,7014,754,
1,hunting,20,15.8987567,Red,1,6466.5,804,New Destination,,,,,,7066,756,
1,hunting,19,16.2489566,Red,1,6669.5,756,New Destination,,,,,,7137,758,
1,hunting,19,16.7498895,Red,1,6669.5,756,New Destination,,,,,,7241,753,
1,hunting,18,17.1654264,Red,1,6876,753,New Destination,,,,,,7317,721,
1,hunting,18,17.4820877,Red,1,6876,753,New Destination,,,,,,7360,638,
1,hunting,18,17.9320406,Red,1,6876,753,New Destination,,,,,,7509,651,
1,hunting,17,18.24811,Red,1,7086,651,New Destination,,,,,,7555,727,
1,hunting,17,18.7324555,Red,1,7086,651,New Destination,,,,,,7592,752,
1,hunting,16,19.0205619,Red,1,7289,752,New Destination,,,,,,7563,630,
1,hunting,16,19.4165093,Red,1,7289,752,New Destination,,,,,,7624,541,
1,hunting,16,19.7163863,Red,1,7289,752,New Destination,,,,,,7845,698,
1,hunting,15,20.2714532,Red,1,7492,675,New Destination,,,,,,7870,498,
1,hunting,15,20.5153941,Red,1,7492,675,New Destination,,,,,,7902,443,
1,hunting,14,21.4153232,Red,1,7698.5,544,New Destination,,,,,,8117,289,
1,hunting,14,21.6154881,Red,1,7698.5,544,New Destination,,,,,,8182,251,
1,hunting,14,21.8664139,Red,1,7698.5,544,New Destination,,,,,,8248,171,
1,hunting,13,22.1154038,Red,1,7908.5,334,New Destination,,,,,,8397,303,
1,hunting,13,22.3192269,Red,1,7908.5,334,New Destination,,,,,,8442,422,
1,hunting,13,22.500167,Red,1,7908.5,334,New Destination,,,,,,8469,506,
1,hunting,13,22.6825236,Red,1,7908.5,334,New Destination,,,,,,8502,566,
1,hunting,13,22.8664129,Red,1,7908.5,334,New Destination,,,,,,8541,612,
1,hunting,12,23.0331468,Red,1,8118.5,450,New Destination,,,,,,8576,648,
1,hunting,12,23.2156057,Red,1,8118.5,450,New Destination,,,,,,8617,687,
